program,skolkod,gbp_examen
Nationella program,76448076,"13,7"
Nationella program,31537066,"13,9"
Nationella program,86488203,"14,5"
Nationella program,25156286,"14,7"
Nationella program,28081446,"15,6"
Nationella program,21400668,"13,4"
Nationella program,92949043,"14,7"
Nationella program,92818240,"13,7"
Nationella program,84329061,"14,7"
Nationella program,71969230,"11,7"
Nationella program,91048178,"13,1"
Nationella program,82718660,"14,6"
Nationella program,76942525,"14,2"
Nationella program,12399380,"13,5"
Nationella program,31486865,"15,3"
Nationella program,97265732,"17,7"
Nationella program,10373112,..
Nationella program,61720981,"14,8"
Nationella program,25698509,"15,2"
Nationella program,50424828,"14,3"
Nationella program,82931004,"12,1"
Nationella program,83584125,"14,9"
Nationella program,95024660,"13,7"
Nationella program,32263814,"13,9"
Nationella program,16496466,..
Nationella program,12075195,"13,5"
Nationella program,62300682,"13,8"
Nationella program,47393891,"14,0"
Nationella program,48414975,"15,3"
Nationella program,65265211,"13,5"
Nationella program,11533776,"14,9"
Nationella program,47108751,..
Nationella program,97191332,"13,9"
Nationella program,71938440,"13,0"
Nationella program,28829503,"15,0"
Nationella program,22811839,"12,9"
Nationella program,33205596,"12,2"
Nationella program,99622695,..
Nationella program,19930101,"12,5"
Nationella program,60727136,"13,8"
Nationella program,45132264,"13,8"
Nationella program,61647360,..
Nationella program,98651664,"16,7"
Nationella program,33657492,"14,7"
Nationella program,61622991,"13,1"
Nationella program,66644568,"13,7"
Nationella program,93659517,"14,1"
Nationella program,79309485,"14,7"
Nationella program,61175914,"13,9"
Nationella program,73316818,"16,2"
Nationella program,37078868,..
Nationella program,27859889,"14,0"
Nationella program,16130958,"15,4"
Nationella program,29161632,..
Nationella program,82195565,"14,5"
Nationella program,33596572,"14,8"
Nationella program,45541222,"15,5"
Nationella program,77713695,"15,7"
Nationella program,63451147,"14,1"
Nationella program,51131594,"14,5"
Nationella program,89680395,"16,1"
Nationella program,53696633,"15,4"
Nationella program,27440210,"16,3"
Nationella program,62758285,"15,1"
Nationella program,16218090,"16,5"
Nationella program,61197669,..
Nationella program,64667996,"15,7"
Nationella program,17812651,"13,7"
Nationella program,23544320,"15,9"
Nationella program,57668673,"14,2"
Nationella program,69040241,"13,7"
Nationella program,63993414,"16,3"
Nationella program,49136871,..
Nationella program,91905819,"12,8"
Nationella program,20855811,"13,7"
Nationella program,54882637,"12,9"
Nationella program,53923398,"14,2"
Nationella program,74560191,"14,4"
Nationella program,47844862,"14,6"
Nationella program,22239675,"14,3"
Nationella program,72984079,"14,4"
Nationella program,36480690,"14,9"
Nationella program,24787883,"15,4"
Nationella program,32995170,"14,1"
Nationella program,52048443,"14,3"
Nationella program,61674097,"16,1"
Nationella program,32550660,"16,6"
Nationella program,93488613,"14,5"
Nationella program,45600034,"16,3"
Nationella program,59599256,"14,6"
Nationella program,69865450,"13,1"
Nationella program,31112935,"14,2"
Nationella program,26957025,"17,2"
Nationella program,90509211,"13,8"
Nationella program,43277545,"15,3"
Nationella program,37316242,"13,9"
Nationella program,20173336,"14,3"
Nationella program,49872493,"14,4"
Nationella program,39147056,"13,5"
Nationella program,11953769,..
Nationella program,28646435,"13,3"
Nationella program,50393060,"14,9"
Nationella program,85788659,"13,5"
Nationella program,95340745,"14,4"
Nationella program,59521477,"13,5"
Nationella program,92442684,"13,8"
Nationella program,66095163,"14,2"
Nationella program,38544187,"14,0"
Nationella program,54599691,"14,1"
Nationella program,54004368,"15,2"
Nationella program,54467211,"14,1"
Nationella program,23517683,"14,7"
Nationella program,31975673,"15,1"
Nationella program,82251333,"15,1"
Nationella program,99864908,"14,2"
Nationella program,27106031,"14,3"
Nationella program,59463950,"14,5"
Nationella program,63931325,"14,5"
Nationella program,57391913,"15,7"
Nationella program,75374280,"14,3"
Nationella program,46148350,"14,9"
Nationella program,50133877,"14,3"
Nationella program,49868916,"14,9"
Nationella program,74919147,"16,7"
Nationella program,90240730,"13,5"
Nationella program,84908877,"13,4"
Nationella program,78389879,"14,3"
Nationella program,24277564,"14,0"
Nationella program,88956420,..
Nationella program,44412461,"16,2"
Nationella program,34002355,"11,5"
Nationella program,36355200,"14,5"
Nationella program,96920524,"14,4"
Nationella program,18217765,"14,9"
Nationella program,60919765,..
Nationella program,14677676,"14,2"
Nationella program,96152872,"13,6"
Nationella program,77835341,"14,3"
Nationella program,70803636,"14,7"
Nationella program,49576295,"16,6"
Nationella program,66028861,"17,8"
Nationella program,23797825,"14,3"
Nationella program,45293715,"14,8"
Nationella program,44738639,"14,5"
Nationella program,77712952,"13,9"
Nationella program,92009807,"13,1"
Nationella program,10433896,"15,1"
Nationella program,10342448,"13,0"
Nationella program,43154449,"13,4"
Nationella program,49170638,"14,6"
Nationella program,46379730,"14,6"
Nationella program,25379974,"15,5"
Nationella program,98032567,..
Nationella program,96194948,"15,1"
Nationella program,25955541,"15,3"
Nationella program,88025221,"14,9"
Nationella program,18042101,"15,1"
Nationella program,14799321,"12,7"
Nationella program,56041699,"13,4"
Nationella program,45111086,"14,3"
Nationella program,70955448,"15,8"
Nationella program,68824244,"13,2"
Nationella program,90685868,"13,5"
Nationella program,24501884,"15,0"
Nationella program,46707989,"16,3"
Nationella program,46986216,"16,1"
Nationella program,67924816,"14,9"
Nationella program,92805465,"15,3"
Nationella program,56084099,"12,7"
Nationella program,80711021,"13,8"
Nationella program,17648596,"13,3"
Nationella program,16720048,"14,2"
Nationella program,13960635,"13,8"
Nationella program,39341381,..
Nationella program,61176909,"14,9"
Nationella program,43479922,"13,5"
Nationella program,60088179,"13,4"
Nationella program,28391147,"13,6"
Nationella program,29209307,"12,9"
Nationella program,21778322,"14,4"
Nationella program,31380193,"14,8"
Nationella program,90290154,"14,0"
Nationella program,25847233,"13,4"
Nationella program,62612992,"14,2"
Nationella program,85485803,"14,2"
Nationella program,92816527,"13,4"
Nationella program,16848652,"15,1"
Nationella program,88429477,"15,1"
Nationella program,94975733,"14,4"
Nationella program,56802300,"14,3"
Nationella program,15149235,"15,2"
Nationella program,77379848,..
Nationella program,13981977,"14,0"
Nationella program,24538846,"14,6"
Nationella program,36886750,"13,2"
Nationella program,67422309,"13,3"
Nationella program,67058407,"14,6"
Nationella program,34421265,"13,6"
Nationella program,15791044,"14,4"
Nationella program,65392939,"15,1"
Nationella program,98696836,"13,8"
Nationella program,82160887,"13,5"
Nationella program,23175129,"11,1"
Nationella program,64908550,"17,1"
Nationella program,77358716,"16,5"
Nationella program,49739986,"14,2"
Nationella program,29225010,"13,3"
Nationella program,92192566,"15,7"
Nationella program,56886667,"14,8"
Nationella program,33249781,"13,7"
Nationella program,64648566,"14,9"
Nationella program,18691102,..
Nationella program,70302356,"12,6"
Nationella program,65421426,"15,0"
Nationella program,62394916,"14,8"
Nationella program,67908927,"14,1"
Nationella program,72071234,"16,1"
Nationella program,24349146,"13,6"
Nationella program,83605345,"13,1"
Nationella program,15933512,"14,1"
Nationella program,12198363,..
Nationella program,47692481,"13,6"
Nationella program,64693272,"14,8"
Nationella program,18072172,"13,0"
Nationella program,65833454,"15,4"
Nationella program,85188855,"13,0"
Nationella program,11341077,"15,0"
Nationella program,39528347,"13,2"
Nationella program,34988313,"16,0"
Nationella program,85473846,"13,7"
Nationella program,29744774,..
Nationella program,89690587,"14,4"
Nationella program,28045567,"14,4"
Nationella program,20768651,"14,6"
Nationella program,32239920,"12,8"
Nationella program,98781765,"13,4"
Nationella program,38880984,"15,8"
Nationella program,28872974,"14,9"
Nationella program,87112995,"13,9"
Nationella program,18686599,"14,3"
Nationella program,93779220,"14,8"
Nationella program,77797484,"15,3"
Nationella program,53279140,"14,5"
Nationella program,80785976,"13,7"
Nationella program,47559319,"15,4"
Nationella program,21532545,"13,8"
Nationella program,56187883,"13,3"
Nationella program,20752831,"15,0"
Nationella program,51023367,"14,0"
Nationella program,34739511,"14,0"
Nationella program,95069937,"15,0"
Nationella program,52690153,"15,3"
Högskoleförberedande program,74776778,"14,7"
Högskoleförberedande program,18345915,"15,1"
Högskoleförberedande program,68229719,"15,1"
Högskoleförberedande program,61004230,"16,5"
Högskoleförberedande program,71262305,"16,7"
Högskoleförberedande program,55795961,"16,6"
Högskoleförberedande program,84947634,"13,9"
Högskoleförberedande program,23517336,"15,1"
Högskoleförberedande program,48009865,"15,5"
Högskoleförberedande program,82840198,"14,7"
Högskoleförberedande program,18208087,"15,5"
Högskoleförberedande program,89982804,..
Högskoleförberedande program,19464342,"14,7"
Högskoleförberedande program,60743463,"16,3"
Högskoleförberedande program,32960825,"15,2"
Högskoleförberedande program,43609520,"16,2"
Högskoleförberedande program,97968599,"14,9"
Högskoleförberedande program,91748148,"14,6"
Högskoleförberedande program,42218661,"15,0"
Högskoleförberedande program,74434644,"14,5"
Högskoleförberedande program,42022406,"14,3"
Högskoleförberedande program,65192707,"15,4"
Högskoleförberedande program,43634528,"15,7"
Högskoleförberedande program,36263479,"15,1"
Högskoleförberedande program,56679384,"13,7"
Högskoleförberedande program,30538202,"15,1"
Högskoleförberedande program,19150273,"13,1"
Högskoleförberedande program,69018222,"13,2"
Högskoleförberedande program,12889940,"14,7"
Högskoleförberedande program,16554575,.
Högskoleförberedande program,34076477,"13,7"
Högskoleförberedande program,54896448,"16,6"
Högskoleförberedande program,64284020,..
Högskoleförberedande program,53400472,"15,3"
Högskoleförberedande program,97758137,"15,8"
Högskoleförberedande program,26334561,"14,6"
Högskoleförberedande program,40386043,"14,8"
Högskoleförberedande program,59483268,"15,6"
Högskoleförberedande program,33685428,"16,5"
Högskoleförberedande program,32879845,"14,9"
Högskoleförberedande program,88573795,..
Högskoleförberedande program,20699742,"14,8"
Högskoleförberedande program,21663998,"16,1"
Högskoleförberedande program,20595770,"15,1"
Högskoleförberedande program,82814120,"15,8"
Högskoleförberedande program,45164827,"17,5"
Högskoleförberedande program,10924758,"14,1"
Högskoleförberedande program,34153869,"16,1"
Högskoleförberedande program,88259298,"14,6"
Högskoleförberedande program,17846181,"15,1"
Högskoleförberedande program,75082798,"14,9"
Högskoleförberedande program,23555409,"15,7"
Högskoleförberedande program,30341162,"13,5"
Högskoleförberedande program,72266906,"15,3"
Högskoleförberedande program,27030026,"14,3"
Högskoleförberedande program,16950252,"14,9"
Högskoleförberedande program,34637764,"16,1"
Högskoleförberedande program,19912478,"15,4"
Högskoleförberedande program,15077883,"14,5"
Högskoleförberedande program,48434184,"14,8"
Högskoleförberedande program,58724424,"14,8"
Högskoleförberedande program,95684185,"15,4"
Högskoleförberedande program,51138448,"14,8"
Högskoleförberedande program,56421429,"14,8"
Högskoleförberedande program,39911065,"14,3"
Högskoleförberedande program,17008320,"15,5"
Högskoleförberedande program,56737496,"15,2"
Högskoleförberedande program,93939982,"14,5"
Högskoleförberedande program,25720752,"15,0"
Högskoleförberedande program,55155562,"14,6"
Högskoleförberedande program,31533003,"15,3"
Högskoleförberedande program,16361868,.
Högskoleförberedande program,23164911,"15,3"
Högskoleförberedande program,24008049,"16,1"
Högskoleförberedande program,19981611,"15,3"
Högskoleförberedande program,54481243,"17,9"
Högskoleförberedande program,36680097,..
Högskoleförberedande program,19586169,"14,7"
Högskoleförberedande program,24273261,"14,0"
Högskoleförberedande program,95683850,"15,1"
Högskoleförberedande program,59455288,"16,6"
Högskoleförberedande program,25679488,"14,7"
Högskoleförberedande program,25677996,"15,1"
Högskoleförberedande program,89888648,"14,7"
Högskoleförberedande program,35063170,"14,7"
Högskoleförberedande program,31279294,"14,8"
Högskoleförberedande program,36782335,"15,3"
Högskoleförberedande program,23897040,..
Högskoleförberedande program,20666515,"15,6"
Högskoleförberedande program,37906565,..
Högskoleförberedande program,67279303,..
Högskoleförberedande program,21648755,"14,4"
Högskoleförberedande program,11111710,..
Högskoleförberedande program,90551279,"14,7"
Högskoleförberedande program,69686851,..
Högskoleförberedande program,49616977,"15,9"
Högskoleförberedande program,54965510,"15,7"
Högskoleförberedande program,84835666,"15,2"
Högskoleförberedande program,25872338,..
Högskoleförberedande program,54164490,"13,2"
Högskoleförberedande program,20319353,"13,5"
Högskoleförberedande program,92194545,"13,7"
Högskoleförberedande program,64740897,..
Högskoleförberedande program,78979604,..
Högskoleförberedande program,10974852,..
Högskoleförberedande program,85068812,"13,6"
Högskoleförberedande program,78397312,"16,3"
Högskoleförberedande program,36444853,"14,3"
Högskoleförberedande program,16819383,..
Högskoleförberedande program,89837629,"13,5"
Högskoleförberedande program,12994441,"13,4"
Högskoleförberedande program,88774402,"17,5"
Högskoleförberedande program,75141151,"15,0"
Högskoleförberedande program,61701709,"14,4"
Högskoleförberedande program,61469192,"16,6"
Högskoleförberedande program,84306392,"16,1"
Högskoleförberedande program,28627819,"14,6"
